survey,question_concept_id,question,answer_concept_id,answer
COVID-19 Participant Experience (COPE) Survey,1332792,Are you currently pregnant?,1332768,No
COVID-19 Participant Experience (COPE) Survey,1332792,Are you currently pregnant?,1332844,Not sure
COVID-19 Participant Experience (COPE) Survey,1332792,Are you currently pregnant?,1332892,Prefer not to answer
COVID-19 Participant Experience (COPE) Survey,1332792,Are you currently pregnant?,1332898,Yes
COVID-19 Participant Experience (COPE) Survey,1332793,In the past month: How many standard drinks containing alcohol do you have on a typical day?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332793,In the past month: How many standard drinks containing alcohol do you have on a typical day?,1332736,5 or 6
COVID-19 Participant Experience (COPE) Survey,1332793,In the past month: How many standard drinks containing alcohol do you have on a typical day?,1332886,1 or 2
COVID-19 Participant Experience (COPE) Survey,1332793,In the past month: How many standard drinks containing alcohol do you have on a typical day?,1332887,10 or more
COVID-19 Participant Experience (COPE) Survey,1332793,In the past month: How many standard drinks containing alcohol do you have on a typical day?,1332891,3 or 4
COVID-19 Participant Experience (COPE) Survey,1332793,In the past month: How many standard drinks containing alcohol do you have on a typical day?,1332940,7 to 9
COVID-19 Participant Experience (COPE) Survey,1332794,"In the last month, how often have you felt that you were unable to control the important things in your life?",903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332794,"In the last month, how often have you felt that you were unable to control the important things in your life?",1332896,Fairly often
COVID-19 Participant Experience (COPE) Survey,1332794,"In the last month, how often have you felt that you were unable to control the important things in your life?",1332909,Very Often
COVID-19 Participant Experience (COPE) Survey,1332794,"In the last month, how often have you felt that you were unable to control the important things in your life?",1332920,Never
COVID-19 Participant Experience (COPE) Survey,1332794,"In the last month, how often have you felt that you were unable to control the important things in your life?",1332930,Sometimes
COVID-19 Participant Experience (COPE) Survey,1332794,"In the last month, how often have you felt that you were unable to control the important things in your life?",1332931,Almost Never
COVID-19 Participant Experience (COPE) Survey,1332795,How often did you use prescription opioids?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332795,How often did you use prescription opioids?,1332727,Only a few times
COVID-19 Participant Experience (COPE) Survey,1332795,How often did you use prescription opioids?,1332851,Daily
COVID-19 Participant Experience (COPE) Survey,1332795,How often did you use prescription opioids?,1333307,1-5 times per week
COVID-19 Participant Experience (COPE) Survey,1332795,How often did you use prescription opioids?,1333308,1-3 times per month
COVID-19 Participant Experience (COPE) Survey,1332796,How often did you use heroin?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332796,How often did you use heroin?,1332727,Only a few times
COVID-19 Participant Experience (COPE) Survey,1332796,How often did you use heroin?,1332851,Daily
COVID-19 Participant Experience (COPE) Survey,1332796,How often did you use heroin?,1333307,1-5 times per week
COVID-19 Participant Experience (COPE) Survey,1332796,How often did you use heroin?,1333308,1-3 times per month
COVID-19 Participant Experience (COPE) Survey,1332797,How often did you use synthetic stimulants?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332797,How often did you use synthetic stimulants?,1332727,Only a few times
COVID-19 Participant Experience (COPE) Survey,1332797,How often did you use synthetic stimulants?,1332851,Daily
COVID-19 Participant Experience (COPE) Survey,1332797,How often did you use synthetic stimulants?,1333307,1-5 times per week
COVID-19 Participant Experience (COPE) Survey,1332797,How often did you use synthetic stimulants?,1333308,1-3 times per month
COVID-19 Participant Experience (COPE) Survey,1332800,Did your use include smoking cannabis?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332800,Did your use include smoking cannabis?,1332768,No
COVID-19 Participant Experience (COPE) Survey,1332800,Did your use include smoking cannabis?,1332898,Yes
COVID-19 Participant Experience (COPE) Survey,1332801,Do you think you have used more or less cannabis in the past month than you used to?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332801,Do you think you have used more or less cannabis in the past month than you used to?,1332791,The same as usual
COVID-19 Participant Experience (COPE) Survey,1332801,Do you think you have used more or less cannabis in the past month than you used to?,1332798,Less often than usual
COVID-19 Participant Experience (COPE) Survey,1332801,Do you think you have used more or less cannabis in the past month than you used to?,1332799,More often than usual
COVID-19 Participant Experience (COPE) Survey,1332802,Did your use include smoking synthetic marijuana or fake weed?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332802,Did your use include smoking synthetic marijuana or fake weed?,1332768,No
COVID-19 Participant Experience (COPE) Survey,1332802,Did your use include smoking synthetic marijuana or fake weed?,1332898,Yes
COVID-19 Participant Experience (COPE) Survey,1332803,Do you think you have used more or less synthetic marijuana or fake weed in the past month than you used to?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332803,Do you think you have used more or less synthetic marijuana or fake weed in the past month than you used to?,1332791,The same as usual
COVID-19 Participant Experience (COPE) Survey,1332803,Do you think you have used more or less synthetic marijuana or fake weed in the past month than you used to?,1332798,Less often than usual
COVID-19 Participant Experience (COPE) Survey,1332803,Do you think you have used more or less synthetic marijuana or fake weed in the past month than you used to?,1332799,More often than usual
COVID-19 Participant Experience (COPE) Survey,1332804,Did your use include smoking cocaine?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332804,Did your use include smoking cocaine?,1332768,No
COVID-19 Participant Experience (COPE) Survey,1332804,Did your use include smoking cocaine?,1332898,Yes
COVID-19 Participant Experience (COPE) Survey,1332805,Do you think you have used more or less cocaine in the past month than you used to?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332805,Do you think you have used more or less cocaine in the past month than you used to?,1332791,The same as usual
COVID-19 Participant Experience (COPE) Survey,1332805,Do you think you have used more or less cocaine in the past month than you used to?,1332798,Less often than usual
COVID-19 Participant Experience (COPE) Survey,1332805,Do you think you have used more or less cocaine in the past month than you used to?,1332799,More often than usual
COVID-19 Participant Experience (COPE) Survey,1332806,Did you use prescription stimulants in any way a doctor did not direct you to use it?,903096,PMI: Skip
COVID-19 Participant Experience (COPE) Survey,1332806,Did you use prescription stimulants in any way a doctor did not direct you to use it?,1332768,No
